City,State,County,Population,People per sq mi,Hottest month's avg high (F),Coldest month's avg high (F),Hottest high minus coldest high,Annual rainfall (in),Annual days of precipitation,Annual days of sunshine,Annual snowfall (in),Avg Summer Dew Point,Avg Annual Dew Point,Average yearly windspeed (mph),Violent crime index,Property crime index,Median age,% with at least Bachelor's degree,Median household income,Median rent,Median home price,Median home square feet,Median home cost per sq ft,Median home age,Home appreciation Last Year,Home appreciation Last 5 Years,Home appreciation Last 10 Years,Air quality Index,Average one-way commute time,Unemployment rate,Job growth last year,Population growth since 2010,% Democrat,% Republican,% Asian,% Black,% White,% Hispanic,Metro,Timezone,Elevation (ft),UV Index,Home Ownership Rate,Single Population,Walk Score,Transit Score,Bike Score,Poverty Rate, % of income spent on housing costs (owners),Foreign Born %,Number of sex offenders per 10k residents,Number of hurricanes since 1930,Number of tornadoes per year
Constantine,Michigan,St. Joseph County,1973,1220,83,31,52,39,136,174,34,58.9,40.2,8,14,30,32,13.33%,$37240,$579,$109500,N/A,N/A,63,12%,30%,16%,81,20 mins,6.60%,0.60%,4.10%,31.40%,62.10%,N/A,N/A,95.11%,8.50%,Sturgis,N/A,N/A,3.5,56.50%,48.40%,44,N/A,42,16.4%,18.9%,7%,300.33,7,1
Constantine township,Michigan,St. Joseph County,4198,122,83,31,52,39,136,174,35,N/A,N/A,N/A,13,24,38,N/A,$46186,N/A,$110900,N/A,N/A,46,12%,32%,15%,81,24 mins,6.60%,0.60%,-0.80%,31.40%,62.10%,N/A,N/A,N/A,7.50%,Sturgis,N/A,N/A,3.5,68.70%,38.50%,0,N/A,26,N/A,N/A,N/A,0.00,7,2
Convis,Michigan,Calhoun County,1575,45,83,32,51,37,135,169,53,N/A,N/A,N/A,12,27,46,18.79%,$46453,$1051,$125700,N/A,N/A,44,9%,35%,17%,82,31 mins,5.20%,0.10%,-6.30%,41.00%,53.50%,N/A,N/A,97.29%,1.10%,Battle Creek,Eastern Standard Time,830,3.2,83.50%,44.40%,0,N/A,29,N/A,N/A,N/A,N/A,N/A,1
Conway,Michigan,Emmet County,211,501,77,27,50,32,150,159,101,55.1,35.6,8,14,30,30,22.80%,$45787,$975,$134300,N/A,N/A,33,8%,32%,18%,91,19 mins,4.60%,0.70%,42.60%,36.70%,55.90%,N/A,N/A,95.01%,2.40%,None,N/A,N/A,3.2,36.20%,46.80%,5,N/A,N/A,0%,22.0%,0%,210.08,2,0
Conway township,Michigan,Livingston County,3594,95,82,30,52,33,123,172,38,N/A,N/A,N/A,10,19,39,N/A,$66625,N/A,$204800,N/A,N/A,31,8%,39%,40%,81,33 mins,3.70%,0.20%,3.00%,32.30%,61.70%,N/A,N/A,N/A,1.50%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.4,89.00%,37.80%,0,N/A,25,N/A,N/A,N/A,0.00,6,2
Cooper charter township,Michigan,Kalamazoo County,10598,292,84,32,52,37,137,161,65,N/A,N/A,N/A,18,29,37,N/A,$56839,N/A,$119500,N/A,N/A,42,9%,35%,24%,77,22 mins,4.40%,1.00%,7.80%,53.20%,40.40%,N/A,N/A,N/A,4.50%,Kalamazoo-Portage,Eastern Standard Time,803,3.4,71.70%,46.60%,1,N/A,33,N/A,N/A,N/A,0.00,6,2
Coopersville,Michigan,Ottawa County,4376,910,80,30,50,35,127,165,71,58.2,39.3,8,14,26,32,18.72%,$50921,$817,$158200,N/A,N/A,35,5%,44%,35%,78,23 mins,3.70%,1.90%,3.00%,31.30%,61.50%,N/A,N/A,92.79%,1.90%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,70.80%,52.30%,43,N/A,49,8.3%,16.6%,1.4%,58.41,7,1
Copemish,Michigan,Manistee County,197,211,79,29,50,36,136,160,113,55.8,36.6,9,14,32,45,15.45%,$23750,$950,$69700,N/A,N/A,55,6%,31%,15%,89,20 mins,5.70%,0.30%,-22.10%,39.30%,54.60%,N/A,N/A,94.41%,8.60%,None,N/A,N/A,3.1,45.30%,46.30%,37,N/A,38,8.3%,13.8%,2.6%,600.00,2,0
Copper City,Michigan,Houghton County,255,3036,75,22,53,31,154,190,208,53.4,32.9,10,15,33,40,12.32%,$30313,$810,$58100,N/A,N/A,78,7%,31%,15%,94,15 mins,6.20%,0.60%,26.20%,38.20%,53.80%,1.02%,N/A,96.95%,N/A,Houghton,N/A,N/A,3.2,64.00%,60.50%,0,N/A,N/A,8.1%,20.5%,1.8%,0.00,0,0
Copper Harbor,Michigan,Keweenaw County,102,67,73,24,49,29,152,186,208,53.2,32.8,14,12,26,55,N/A,$35750,N/A,$303900,N/A,N/A,47,7%,31%,16%,96,21 mins,7.40%,0.50%,79.00%,36.80%,56.80%,N/A,N/A,100.00%,N/A,Houghton,N/A,N/A,3.2,27.20%,54.90%,12,N/A,44,11.1%,16.9%,14.1%,90.91,0,0
Cornell,Michigan,Delta County,579,10,77,26,51,30,123,186,53,N/A,N/A,9,11,24,48,N/A,$43571,N/A,$115700,N/A,N/A,39,7%,38%,21%,90,32 mins,5.90%,0.10%,30.40%,34.60%,59.80%,N/A,N/A,98.84%,N/A,Escanaba,N/A,N/A,3.1,55.30%,33.30%,9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
Corunna,Michigan,Shiawassee County,3398,1069,82,30,52,33,124,173,38,57.7,39.3,8,11,20,37,17.02%,$35725,$823,$109700,N/A,N/A,45,7%,31%,16%,77,22 mins,5.30%,0.80%,-3.30%,36.80%,56.40%,N/A,3.20%,93.53%,6.70%,Owosso,N/A,N/A,3.2,47.60%,53.90%,73,N/A,61,10.9%,18.7%,1.9%,83.72,7,2
Cottrellville,Michigan,St. Clair County,3508,168,82,31,51,33,130,177,33,N/A,N/A,9,12,23,43,16.68%,$52432,$974,$214700,N/A,N/A,38,10%,47%,22%,81,32 mins,5.50%,0.20%,-4.50%,31.50%,62.90%,N/A,N/A,100.00%,N/A,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.5,81.00%,47.50%,1,N/A,36,N/A,N/A,N/A,N/A,N/A,1
Courtland,Michigan,Kent County,8377,241,83,30,53,37,138,160,66,N/A,N/A,N/A,9,18,38,43.58%,$78503,$881,$321300,N/A,N/A,25,9%,52%,48%,81,27 mins,3.90%,2.00%,13.50%,44.60%,47.70%,N/A,N/A,96.04%,2.20%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.4,84.80%,38.20%,0,N/A,29,N/A,N/A,N/A,N/A,N/A,1
Covert,Michigan,Van Buren County,2846,81,82,33,49,38,130,168,82,N/A,N/A,9,20,32,44,13.87%,$26888,$650,$110000,N/A,N/A,46,9%,29%,26%,82,28 mins,5.30%,0.40%,-3.70%,39.80%,53.80%,N/A,20.01%,60.61%,25.20%,Kalamazoo-Portage,Eastern Standard Time,803,3.6,36.90%,50.60%,17,N/A,46,N/A,N/A,N/A,N/A,N/A,1
Crockery,Michigan,Ottawa County,4345,134,80,30,50,35,122,162,74,N/A,N/A,N/A,11,21,38,33.07%,$52083,$759,$192000,N/A,N/A,42,9%,50%,47%,79,24 mins,3.70%,1.90%,9.70%,31.30%,61.50%,N/A,N/A,96.76%,3.40%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,84.40%,40.40%,1,N/A,35,N/A,N/A,N/A,N/A,N/A,0
Cross Village,Michigan,Emmet County,86,113,76,27,49,32,149,159,99,55.1,35.6,9,11,24,44,N/A,$36750,N/A,$117000,N/A,N/A,63,8%,33%,19%,93,19 mins,4.60%,0.70%,21.10%,36.70%,55.90%,N/A,N/A,85.02%,1.20%,None,N/A,N/A,3.2,27.90%,21.70%,10,N/A,N/A,0%,16.3%,0%,0.00,2,0
Croswell,Michigan,Sanilac County,2528,1098,80,29,51,33,118,171,39,57.6,38.6,10,35,37,38,11.79%,$36438,$611,$106400,N/A,N/A,51,7%,32%,18%,88,27 mins,5.60%,0.10%,-3.20%,25.30%,69.90%,N/A,N/A,89.54%,14.50%,None,N/A,N/A,3.2,57.70%,57.10%,42,N/A,N/A,13.2%,18.5%,2.1%,93.50,7,1
Crystal Falls,Michigan,Iron County,1696,486,77,22,55,30,117,189,62,52.6,31.7,7,8,21,40,16.26%,$34474,$533,$71200,N/A,N/A,78,7%,29%,16%,92,21 mins,5.80%,0.80%,14.50%,33.60%,61.70%,N/A,N/A,95.28%,1.40%,None,N/A,N/A,3.2,65.30%,54.80%,47,N/A,16,7.7%,17.3%,0.9%,71.43,N/A,0
Crystal Lake,Michigan,Benzie County,1075,86,79,29,50,35,136,164,113,N/A,N/A,9,11,24,60,47.90%,$45156,$975,$280500,N/A,N/A,46,10%,47%,37%,89,26 mins,4.80%,1.60%,15.80%,40.20%,54.20%,N/A,N/A,99.66%,N/A,Traverse City,N/A,N/A,3.3,34.20%,38.40%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,0
Crystal Mountain,Michigan,Benzie County,61,37,79,29,50,35,136,164,114,55.8,36.7,N/A,7,16,61,N/A,$109167,N/A,$438800,N/A,N/A,24,10%,50%,36%,91,26 mins,4.80%,1.60%,90.60%,40.20%,54.20%,N/A,N/A,56.25%,N/A,Traverse City,N/A,N/A,3.3,5.20%,20.70%,40,N/A,35,0%,17.9%,0%,0.00,2,0
Crystal township (Montcalm Cnty),Michigan,Montcalm County,2679,79,83,29,54,34,122,164,52,N/A,N/A,N/A,13,29,41,N/A,$39960,N/A,$92200,N/A,N/A,42,12%,49%,42%,85,31 mins,5.30%,1.80%,-2.20%,29.40%,63.20%,N/A,N/A,N/A,5.60%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.3,53.00%,41.00%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,1
Custer,Michigan,Mason County,245,230,81,30,51,35,129,163,86,56.7,37.5,11,12,27,35,29.14%,$38750,$725,$67800,N/A,N/A,59,9%,33%,21%,89,17 mins,5.10%,0.30%,0.80%,35.70%,57.50%,N/A,N/A,97.58%,N/A,Ludington,N/A,N/A,3.3,76.70%,46.00%,18,N/A,31,10.3%,22.5%,0%,553.36,2,0
Custer township (Mason Cnty),Michigan,Mason County,1282,37,80,30,50,35,129,163,83,N/A,N/A,N/A,12,26,45,N/A,$44375,N/A,$80200,N/A,N/A,47,9%,33%,21%,89,19 mins,5.10%,0.30%,12.60%,35.70%,57.50%,N/A,N/A,N/A,5.00%,Ludington,N/A,N/A,3.3,74.50%,43.40%,0,N/A,27,N/A,N/A,N/A,N/A,N/A,0
Cutlerville,Michigan,Kent County,15712,2689,82,31,51,37,127,160,73,58,39,8,22,36,35,20.91%,$42595,$903,$172900,N/A,N/A,31,11%,50%,47%,64,19 mins,3.90%,2.00%,12.40%,44.60%,47.70%,4.92%,8.64%,77.43%,11.60%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.4,64.90%,54.40%,56,27,47,8.9%,16.1%,8.2%,0.00,6,1
Daggett,Michigan,Menominee County,208,186,80,27,53,31,118,184,55,53.9,33.3,10,11,25,44,18.30%,$34886,$622,$92500,N/A,N/A,60,7%,30%,16%,90,20 mins,5.00%,-0.50%,-33.30%,32.70%,61.90%,N/A,N/A,96.22%,7.20%,Marinette,N/A,N/A,3.2,56.50%,40.80%,5,N/A,29,3.4%,15.4%,2.3%,342.21,0,1
Daggett township,Michigan,Menominee County,653,18,80,27,53,31,118,187,55,N/A,N/A,N/A,10,21,51,N/A,$43500,N/A,$115900,N/A,N/A,41,7%,30%,15%,90,24 mins,5.00%,-0.50%,-17.00%,32.70%,61.90%,N/A,N/A,N/A,2.60%,Marinette,N/A,N/A,3.2,54.30%,24.80%,0,N/A,15,N/A,N/A,N/A,0.00,0,1
Dallas,Michigan,Clinton County,2509,69,82,30,52,34,126,175,44,N/A,N/A,N/A,9,20,35,19.90%,$60192,$658,$140000,N/A,N/A,49,7%,37%,22%,83,29 mins,3.80%,1.10%,-1.00%,40.30%,52.90%,N/A,N/A,94.18%,6.20%,Lansing-East Lansing,Eastern Standard Time,841,3.2,82.50%,33.60%,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2
Dalton,Michigan,Muskegon County,9315,264,80,30,50,34,119,163,78,N/A,N/A,9,11,20,38,18.41%,$51926,$869,$132800,N/A,N/A,32,11%,53%,37%,83,22 mins,5.40%,0.20%,1.80%,47.40%,45.90%,N/A,N/A,96.11%,4.50%,Muskegon,Eastern Standard Time,620,3.4,83.20%,35.70%,15,N/A,57,N/A,N/A,N/A,N/A,N/A,0
Danby,Michigan,Ionia County,3012,86,82,30,52,34,132,167,48,N/A,N/A,N/A,9,17,43,25.74%,$67782,$739,$201000,N/A,N/A,35,8%,37%,26%,82,28 mins,5.00%,1.30%,1.90%,30.90%,61.50%,N/A,N/A,98.02%,1.00%,Ionia,N/A,N/A,3.4,88.50%,34.50%,0,N/A,21,N/A,N/A,N/A,N/A,N/A,1
Dansville,Michigan,Ingham County,606,603,83,30,53,33,123,173,38,58,39.2,9,11,25,33,21.89%,$56667,$1063,$190000,1623,$117,53,6%,33%,20%,78,23 mins,4.90%,1.30%,14.30%,59.90%,33.20%,1.59%,N/A,90.95%,5.40%,Lansing-East Lansing,Eastern Standard Time,841,3.2,81.50%,41.20%,37,N/A,37,7.1%,19.1%,2.2%,169.13,N/A,2
Davison,Michigan,Genesee County,4997,2516,82,31,51,33,119,169,36,57.7,38.9,9,12,20,44,23.62%,$33393,$736,$157300,N/A,N/A,52,6%,44%,32%,65,25 mins,6.10%,0.40%,-6.10%,52.00%,42.60%,N/A,N/A,97.41%,3.70%,Flint,Eastern Standard Time,771,3.3,51.90%,56.20%,66,N/A,59,7.8%,19.0%,1.2%,111.95,N/A,2
Davison township,Michigan,Genesee County,19117,574,82,31,51,33,119,171,36,N/A,N/A,N/A,13,23,40,N/A,$50926,N/A,$155400,N/A,N/A,36,7%,49%,31%,74,26 mins,6.10%,0.40%,-1.80%,52.00%,42.60%,N/A,N/A,N/A,4.00%,Flint,Eastern Standard Time,771,3.3,60.20%,49.90%,21,N/A,30,N/A,N/A,N/A,0.00,N/A,2
Day,Michigan,Montcalm County,1085,31,83,29,54,34,117,164,56,N/A,N/A,N/A,12,27,36,14.21%,$40670,$663,$87200,N/A,N/A,55,12%,50%,41%,86,31 mins,5.30%,1.80%,8.50%,29.40%,63.20%,N/A,N/A,94.87%,9.00%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.3,74.70%,42.80%,0,N/A,28,N/A,N/A,N/A,N/A,N/A,1
De Tour Village,Michigan,Chippewa County,282,80,77,25,52,32,130,153,82,54.1,33.8,10,12,26,61,N/A,$28889,N/A,$100600,N/A,N/A,50,5%,26%,14%,95,16 mins,6.50%,1.00%,10.60%,34.60%,58.70%,1.52%,N/A,78.03%,N/A,Sault Ste. Marie,N/A,N/A,3.2,39.50%,36.60%,26,N/A,31,13.1%,22.1%,0%,250.00,3,0
Dearborn,Michigan,Wayne County,95295,3932,84,33,51,34,126,183,34,58.9,40.1,9,22,43,32,29.85%,$46776,$1022,$187400,1292,$145,66,8%,48%,27%,60,20 mins,4.30%,0.70%,-3.20%,66.40%,29.30%,2.38%,3.09%,90.51%,3.00%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,60.00%,47.30%,59,N/A,50,23.8%,18.4%,28.8%,14.82,4,2
Dearborn Heights,Michigan,Wayne County,56201,4788,84,33,51,34,126,178,35,58.9,40.1,9,24,32,37,21.52%,$44440,$1047,$154800,1075,$144,59,9%,60%,25%,64,23 mins,4.80%,0.70%,-3.20%,66.40%,29.30%,1.67%,7.86%,86.24%,3.90%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,68.30%,52.00%,45,N/A,51,15.9%,17.9%,20.7%,21.16,5,2
Decatur,Michigan,Van Buren County,1932,1430,83,32,51,39,135,166,81,58.4,39.7,8,42,55,34,13.53%,$34879,$606,$116800,N/A,N/A,63,9%,31%,26%,83,25 mins,5.30%,0.40%,-0.50%,39.80%,53.80%,N/A,2.15%,81.35%,12.30%,Kalamazoo-Portage,Eastern Standard Time,803,3.6,59.30%,46.70%,62,N/A,N/A,18.4%,18.3%,2.1%,168.59,8,2
Decatur township,Michigan,Van Buren County,3639,104,83,32,51,39,135,168,80,N/A,N/A,N/A,16,30,37,N/A,$34355,N/A,$114500,N/A,N/A,59,9%,31%,25%,83,25 mins,5.30%,0.40%,-3.40%,39.80%,53.80%,N/A,N/A,N/A,10.90%,Kalamazoo-Portage,Eastern Standard Time,803,3.6,70.30%,51.80%,1,N/A,26,N/A,N/A,N/A,0.00,8,1
Deckerville,Michigan,Sanilac County,767,615,81,29,52,32,122,176,44,57.3,38.3,11,16,35,49,11.15%,$33456,$603,$69500,N/A,N/A,60,9%,34%,20%,90,17 mins,5.60%,0.10%,-24.70%,25.30%,69.90%,N/A,N/A,96.27%,4.70%,None,N/A,N/A,3.2,50.30%,52.50%,44,N/A,49,20.8%,15.2%,2.4%,205.76,8,1
Deerfield,Michigan,Lenawee County,866,914,83,32,51,35,123,177,33,58.6,39.7,8,11,25,40,40.84%,$54219,$763,$117300,N/A,N/A,64,3%,30%,23%,81,32 mins,5.00%,0.80%,-11.10%,36.20%,57.10%,1.04%,N/A,94.92%,1.30%,Adrian,N/A,N/A,3.4,72.30%,44.50%,18,N/A,N/A,5.6%,17.6%,0.3%,111.73,N/A,2
Deerfield township (Isabella Cnty),Michigan,Isabella County,3197,90,83,29,54,33,109,166,42,N/A,N/A,N/A,9,17,43,N/A,$75278,N/A,$199300,N/A,N/A,32,7%,31%,15%,85,22 mins,5.20%,0.40%,0.50%,44.70%,48.30%,N/A,N/A,N/A,2.60%,Mount Pleasant,N/A,N/A,3.3,85.70%,33.70%,0,N/A,26,N/A,N/A,N/A,N/A,N/A,1
Deerfield township (Lapeer Cnty),Michigan,Lapeer County,5700,161,82,30,52,33,118,172,35,N/A,N/A,N/A,11,21,41,N/A,$50194,N/A,$147800,N/A,N/A,38,7%,37%,26%,84,38 mins,6.10%,0.10%,-2.00%,28.20%,66.50%,N/A,N/A,N/A,2.80%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,77.70%,36.80%,0,N/A,15,N/A,N/A,N/A,N/A,N/A,2
Deerfield township (Lenawee Cnty),Michigan,Lenawee County,1558,62,83,32,51,35,124,180,33,N/A,N/A,N/A,11,23,45,N/A,$58750,N/A,$120800,N/A,N/A,67,8%,34%,27%,81,31 mins,5.00%,0.80%,-4.50%,36.20%,57.10%,N/A,N/A,N/A,3.70%,Adrian,N/A,N/A,3.4,73.40%,42.50%,1,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Deerfield township (Livingston Cnty),Michigan,Livingston County,4234,117,82,30,52,33,123,172,36,N/A,N/A,N/A,9,17,46,N/A,$74444,N/A,$263400,N/A,N/A,31,8%,40%,40%,81,38 mins,3.70%,0.20%,-0.50%,32.30%,61.70%,N/A,N/A,N/A,N/A,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.4,84.00%,34.70%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,2
Deerfield township (Mecosta Cnty),Michigan,Mecosta County,1757,49,82,29,53,36,135,162,67,N/A,N/A,N/A,13,29,34,N/A,$43693,N/A,$93000,N/A,N/A,34,9%,33%,20%,87,34 mins,5.80%,0.20%,5.10%,33.80%,59.70%,N/A,N/A,N/A,2.90%,Big Rapids,N/A,N/A,3.3,73.20%,49.90%,0,N/A,22,N/A,N/A,N/A,N/A,N/A,1
Delhi charter township,Michigan,Ingham County,26777,936,82,30,52,34,131,175,46,N/A,N/A,N/A,18,33,39,N/A,$59263,N/A,$163900,N/A,N/A,33,6%,36%,20%,77,20 mins,3.70%,1.30%,5.70%,59.90%,33.20%,N/A,N/A,N/A,3.80%,Lansing-East Lansing,Eastern Standard Time,841,3.2,68.90%,49.80%,2,N/A,26,N/A,N/A,N/A,0.00,6,2
Delta charter township,Michigan,Eaton County,32849,1012,82,30,52,34,133,175,47,N/A,N/A,N/A,18,34,40,N/A,$60169,N/A,$152200,N/A,N/A,39,5%,32%,17%,69,18 mins,3.70%,1.30%,2.00%,44.10%,48.80%,N/A,N/A,N/A,7.90%,Lansing-East Lansing,Eastern Standard Time,841,3.4,59.30%,47.90%,10,N/A,29,N/A,N/A,N/A,0.00,6,2
Delton,Michigan,Barry County,913,412,83,32,51,37,140,160,57,58.5,39.6,9,12,25,50,23.92%,$27243,$325,$151600,N/A,N/A,58,11%,48%,43%,82,28 mins,4.10%,1.90%,-7.80%,29.90%,62.90%,N/A,N/A,87.60%,N/A,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,73.40%,41.30%,41,N/A,38,8.7%,12.9%,2.5%,513.08,6,2
Denver township (Isabella Cnty),Michigan,Isabella County,1283,35,83,29,54,33,107,166,42,N/A,N/A,N/A,12,26,34,N/A,$40486,N/A,$124100,N/A,N/A,36,7%,31%,15%,84,17 mins,5.20%,0.40%,17.50%,44.70%,48.30%,N/A,N/A,N/A,3.30%,Mount Pleasant,N/A,N/A,3.3,74.50%,47.90%,0,N/A,31,N/A,N/A,N/A,N/A,N/A,1
Detour,Michigan,Chippewa County,688,14,77,25,52,32,130,156,82,N/A,N/A,N/A,12,27,64,16.29%,$31477,$575,$89300,N/A,N/A,41,7%,28%,17%,95,16 mins,6.50%,1.00%,2.20%,34.60%,58.70%,N/A,N/A,78.71%,N/A,Sault Ste. Marie,N/A,N/A,3.2,32.40%,35.40%,0,N/A,25,N/A,N/A,N/A,N/A,N/A,0
Detroit,Michigan,Wayne County,679865,4901,84,32,52,34,125,183,33,58.7,40,9,94,66,34,15.29%,$26095,$824,$70000,1166,$60,70,8%,45%,26%,60,26 mins,11.10%,0.70%,-10.50%,66.40%,29.30%,1.67%,78.33%,14.70%,7.60%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,34.30%,73.90%,53,39,55,31.3%,18.8%,6.1%,66.01,6,1
Detroit Beach,Michigan,Monroe County,1797,2889,84,32,52,34,123,183,37,59.3,40.5,9,11,25,40,12.06%,$49769,$604,$119800,N/A,N/A,59,6%,53%,28%,74,24 mins,5.70%,0.90%,1.50%,36.00%,57.90%,N/A,N/A,96.33%,4.80%,Monroe,Central Standard Time,593,3.6,78.00%,44.00%,21,N/A,31,13.7%,18.6%,1.8%,0.00,N/A,1
DeWitt,Michigan,Clinton County,4647,1638,82,30,52,33,131,172,44,57.7,39,9,9,13,35,48.41%,$74000,$999,$201700,N/A,N/A,33,6%,36%,24%,70,23 mins,3.80%,1.10%,1.20%,40.30%,52.90%,N/A,1.83%,93.63%,1.50%,Lansing-East Lansing,Eastern Standard Time,841,3.2,72.60%,37.10%,54,N/A,57,0%,16.3%,3.4%,55.05,N/A,2
DeWitt charter township,Michigan,Clinton County,14750,525,82,30,52,33,131,175,45,N/A,N/A,N/A,9,17,43,N/A,$60347,N/A,$205000,N/A,N/A,33,7%,39%,23%,72,20 mins,3.80%,1.10%,4.90%,40.30%,52.90%,N/A,N/A,N/A,6.00%,Lansing-East Lansing,Eastern Standard Time,841,3.2,75.10%,44.50%,24,0,45,N/A,N/A,N/A,0.00,6,2
Dexter,Michigan,Washtenaw County,4385,2313,82,31,51,34,134,180,41,58.2,39.3,8,12,23,35,62.45%,$68008,$1213,$430000,2057,$209,17,8%,39%,55%,69,23 mins,4.20%,1.30%,13.20%,67.60%,26.60%,2.39%,N/A,93.32%,7.20%,Ann Arbor,Eastern Standard Time,664,3.3,73.40%,44.30%,52,N/A,64,3.1%,18.9%,5.8%,48.95,5,2
Dexter township,Michigan,Washtenaw County,6334,209,82,31,51,34,132,179,40,N/A,N/A,8,9,17,43,N/A,$93892,N/A,$549000,2553,$215,37,9%,44%,52%,78,30 mins,4.20%,1.30%,6.20%,67.60%,26.60%,N/A,N/A,N/A,1.50%,Ann Arbor,Eastern Standard Time,664,3.3,83.60%,34.00%,0,N/A,19,N/A,N/A,N/A,0.00,N/A,2
Dimondale,Michigan,Eaton County,1286,1445,82,30,52,34,131,177,46,58.1,39.4,9,11,23,43,31.58%,$61154,$728,$146800,N/A,N/A,43,1%,28%,14%,80,22 mins,4.60%,1.30%,3.50%,44.10%,48.80%,N/A,1.39%,93.28%,1.80%,Lansing-East Lansing,Eastern Standard Time,841,3.4,85.00%,41.70%,43,N/A,34,2.5%,15.1%,2%,216.08,6,2
Dollar Bay,Michigan,Houghton County,813,207,76,21,55,32,152,186,206,53.4,32.9,10,10,22,31,19.02%,$46295,$745,$146600,N/A,N/A,57,7%,30%,15%,91,15 mins,6.20%,0.60%,-1.00%,38.20%,53.80%,N/A,N/A,98.59%,N/A,Houghton,N/A,N/A,3.2,60.80%,41.20%,13,N/A,38,6.5%,13.8%,2.7%,33.48,0,0
Dorr,Michigan,Allegan County,7641,211,82,31,51,39,133,161,75,N/A,N/A,8,10,19,34,17.59%,$67159,$1004,$205700,N/A,N/A,34,7%,36%,31%,78,25 mins,3.90%,0.90%,3.70%,32.20%,60.90%,N/A,N/A,96.73%,3.10%,Holland,N/A,N/A,3.4,93.00%,39.20%,42,N/A,32,N/A,N/A,N/A,N/A,N/A,0
Douglas,Michigan,Allegan County,993,563,82,33,49,37,129,159,81,59.3,40.5,9,13,61,53,45.86%,$41771,$783,$389300,N/A,N/A,50,7%,32%,10%,83,23 mins,3.90%,0.90%,10.70%,32.20%,60.90%,1.60%,N/A,94.87%,10.20%,Holland,N/A,N/A,3.4,30.50%,60.50%,50,N/A,N/A,15.9%,17.4%,5.4%,18.23,6,1
Douglass,Michigan,Montcalm County,2075,60,82,29,53,34,121,164,59,N/A,N/A,N/A,11,25,45,10.41%,$37833,$692,$83600,N/A,N/A,39,12%,49%,41%,86,29 mins,5.30%,1.80%,4.20%,29.40%,63.20%,N/A,N/A,98.14%,1.20%,Grand Rapids-Wyoming,Eastern Standard Time,803,3.3,67.70%,40.80%,54,N/A,50,N/A,N/A,N/A,N/A,N/A,1
Dover township (Lenawee Cnty),Michigan,Lenawee County,1839,52,83,31,52,35,120,180,32,N/A,N/A,N/A,12,27,41,N/A,$41477,N/A,$136100,N/A,N/A,56,8%,33%,27%,82,24 mins,5.00%,0.80%,10.90%,36.20%,57.10%,N/A,N/A,N/A,12.10%,Adrian,N/A,N/A,3.4,76.30%,44.40%,0,N/A,28,N/A,N/A,N/A,N/A,N/A,2
Dowagiac,Michigan,Cass County,5812,1305,83,32,51,40,136,171,70,58.8,40,8,26,70,31,8.72%,$30118,$579,$92200,N/A,N/A,64,8%,25%,12%,82,20 mins,5.50%,0.90%,-2.00%,32.20%,63.00%,N/A,13.25%,70.75%,10.60%,South Bend-Mishawaka,Eastern Standard Time,700,3.5,45.30%,65.10%,82,N/A,53,28.8%,16.1%,2.2%,188.17,8,2
Dowling,Michigan,Barry County,345,57,83,31,52,37,134,160,61,58.5,39.6,9,11,24,48,N/A,$52000,N/A,$148600,N/A,N/A,63,11%,47%,43%,82,28 mins,4.10%,1.90%,17.00%,29.90%,62.90%,N/A,N/A,100.00%,N/A,Grand Rapids-Wyoming,Eastern Standard Time,803,3.2,73.60%,29.80%,8,N/A,15,17%,18.5%,0%,116.62,6,1
Drummond,Michigan,Chippewa County,1134,9,77,26,51,31,134,156,83,N/A,N/A,N/A,12,26,58,21.51%,$43983,$533,$104900,N/A,N/A,31,7%,27%,17%,95,16 mins,6.50%,1.00%,19.80%,34.60%,58.70%,N/A,N/A,90.87%,N/A,Sault Ste. Marie,N/A,N/A,3.2,26.10%,36.90%,6,N/A,23,N/A,N/A,N/A,N/A,N/A,0
Dryden,Michigan,Lapeer County,1056,958,82,30,52,33,117,169,35,57.5,38.7,8,12,28,39,23.10%,$43000,$1027,$235100,N/A,N/A,27,12%,42%,27%,83,30 mins,6.10%,0.10%,-6.70%,28.20%,66.50%,1.15%,N/A,97.38%,3.10%,Detroit-Warren-Dearborn,Eastern Standard Time,664,3.3,65.60%,44.90%,36,N/A,39,8.5%,17.4%,1.7%,86.43,7,2
